Family	Genus	Species	Subspecies	hap	Reference
Nymphalidae	Hyposcada	zarepha		14	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	cantobrica		50	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Hypothyris	daeta		18-19	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	daphnis		20	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Hypothyris	euclea		14	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	evanescens		21-22	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	fluonia		15	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	leprieuri		20	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	lycaste		45	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	mamercus		24	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	ninonia		16	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	rowena		9	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	semifulva		17	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	thea		5	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	vallonia		20	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Hypothyris	valora		16	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Inachus	io	geisha	31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Ithomia	agnosia		18	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Ithomia	avella		20	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Ithomia	celemia		17	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	diasia		17	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	drymo		20	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	ellara		20	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	hyala		19	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	iphianassa		11	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	jucunda		16	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	lagusa		19	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	lichyi		18	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	patilla		18	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	pellucida		14	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Ithomia	salapia		34	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Ithomia	terra		16	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Junonia	chorimene		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Junonia	coenia		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Junonia	evarete		31	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Junonia	genoveva		31	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Junonia	hierta		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Junonia	oenone		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Junonia	stygia		33	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Junonia	vestina		31	"Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148."
Nymphalidae	Junonia	vestina	livia	31	"Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148."
Nymphalidae	Junonia	westermanni		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Kalkasia	philyra		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Kaniska	canace		32	"Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152."
Nymphalidae	Kaniska	canace	drilon	31	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."
Nymphalidae	Ladoga	camilla		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Ladoga	glorifica		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Lampides	boeticus		24	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Laparus	doris		20-38	"Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125."
Nymphalidae	Libytheana	carinenta		31	"Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148."
Nymphalidae	Libytheana	carinenta	bachmanii	31	"Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148."
Nymphalidae	Limenitis	anonyma		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Limenitis	archippus		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Limenitis	astyanax		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Limenitis	camilla		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Limenitis	glorifica		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Limenitis	populi		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Limenitis	weidemeyerii		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Lycorea	cleobaea		30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Lycorea	halia		30	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Lycorea	ilione		30	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Lycorea	pasinuntia		22	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Magneuptychia	libye		25–26	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."
Nymphalidae	Magneuptychia	moderata		29	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Manataria	hercyna		28	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Manataria	hyrnethia		28	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."
Nymphalidae	Marpesia	berania		32	"Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148."
Nymphalidae	Marpesia	corinna		33	"Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148."
Nymphalidae	Marpesia	petreus		32	"Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148."
Nymphalidae	Marpesia	zerynthia		32	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Mcclungia	cymo		11	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Mcclungia	fallens		13	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Mechanitis	dariensis		20	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Mechanitis	lysimnia		18	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Nymphalidae	Mechanitis	menecles		15	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Mechanitis	polymnia		18	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Megoleria	orestilla		35	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melanargia	galathea		24	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Melinaea	ethra		30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	idae		13	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	lilis		22	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	ludovica		17-23	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	maelus		15	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	maenius		22	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	marsaeus		17	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	menophilus		20	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	mnasias		26	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	mneme		17	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	paraiya		23	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melinaea	phasiana		15	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Nymphalidae	Melitaea	athalia		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Nymphalidae	Melitaea	aurelia		32	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
