Family	Genus	species	sub.species	uncertainities	SpecisName	other.names.genera	other.names.species	other.names.sub.species	other.name.type	Source.of.other.name	notes.on.other.name	Sexual.System	Karyotype	notes..Karyotype	Predicted.ploidy	female2N	male2N	notesMale2N	notes..comments	cite.key
Nymphalidae	Pareuptychia	sp.			NA	Pareuptychia	sp.		Accepted Genera	Lepindex					NA		16			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Splendeuptychia	sp.			NA	Splendeuptychia	sp.		Accepted Genera	Lepindex					NA		14			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Temenis	sp.			NA	Temenis	sp.		Accepted Genera	Lepindex					NA		14			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Splendeuptychia	sp.			NA	Splendeuptychia	sp.		Accepted Genera	Lepindex					NA		12			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Hesperiidae	Autochton	sp.			NA	Autochton	sp.		Accepted Genera	Lepindex					NA		NA	"40,42"		"Kumagai, Y., Abe, A. and Kudoh, K., 2010. A survey of chromosome numbers of seven species of Hesperiidae in the neotropical region (Lepidoptera). The Transactions of the Lepidopterological Scociety of Japan, 61(1), pp.87-91. "
Pieridae	Dismorphia	sp.			NA	Dismorphia	sp.		Accepted Genera	Lepindex					NA		NA	60-62		"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Nymphalidae	Eunica	sp.			NA	Eunica	sp.		Accepted Genera	Lepindex					NA		NA	58-60		"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Riodinidae	Eurybia	sp.			NA	Eurybia	sp.		Accepted Genera	Lepindex					NA		NA	58-60		"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.			NA	Mesosemia	sp.		Accepted Genera	Lepindex					NA		NA	86-88		"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Heterosais	guilia			NA	Heterosais	edessa	giulia	Accepted Sub Species	Lepindex					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Salamis	duprei			NA	Salamis	anacardii	duprei	Accepted Sub Species	Lepindex					NA		62			"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11."
Noctuidae	Heliocontia	apicella			NA	Heliocontia	apicatis		Accepted Sub Species	Lepindex					NA		62		If there are duplicates keep these reads as these are highly accurate	"Goodpasture, C., 1976. High-resolution chromosome analysis in Lepidoptera.Annals of the Entomological Society of America,69(4), pp.764-771."
Nymphalidae	Ladoga	glorifica			NA	Ladoga	camilla	glorifica	Accepted Sub Species	Lepindex		gonochorous			NA		60			Maeki 1961
Nymphalidae	Euryphura	chalcis			NA	Euryphura	achlys	chalcis	Accepted Sub Species			gonochorous			NA		60			Lesse and Condamin 1965
Papilionidae	Papilio	alphenor			NA	Papilio	polytes	alphenor	Accepted Sub Species	Lepindex					NA		60			"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papitionidae, Lepidoptera). XIV. Proceedings of the Japan Academy, Series B, 55(4), pp.196-201."
Hesperiidae	Megathymus	violae			NA	Megathymus	ursus	violae	Accepted Sub Species	Lepindex					NA		54			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Nymphalidae	Memphis	pseudiphis			NA	Memphis	morvus	pseudiphis	Accepted Sub Species	Lepindex					NA		50			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Heliconius	astraea			NA	Heliconius	egeria	astraea	Accepted Sub Species	Lepindex					NA		42			"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalidae).†Hereditas,†117(2), pp.109-125."
Riodinidae	Theope	acosma			NA	Theope	eudocia	acosma	Accepted Sub Species	Lepindex					NA		32			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Erebia	warreniana			NA	Erebia	tyndarus	warreniana	Accepted Sub Species	Lepindex		gonochorous			NA		22			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Nymphalidae	Heliconius	eleusinus			NA	Heliconius	sapho	leuce	Accepted Sub Species	Lepindex					NA		NA	118-120		"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalidae).†Hereditas,†117(2), pp.109-125."
Nymphalidae	Hypothyris	daeta	daeta		NA	Hypothyris	noinonia	daeta	Accepted Sub Species	Lepindex					NA		NA	"36,38"		"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Nymphalidae	Lexias	canescens			NA	Symphaedra	canescens		Basionym	NCBI taxonomy browser					NA		60			"Abe, A. and Kumagai, Y., 2010. A study of chromosomes in four species of Lexias (Lepidoptera, Nymphalidae). The Transactions of the Lepidopterological Scociety of Japan, 61(1), pp.76-86. "
Nymphalidae	Lexias	bangkana			NA	Symphaedra	bangkana		Basionym	NCBI taxonomy browser					NA		26			"Abe, A. and Kumagai, Y., 2010. A study of chromosomes in four species of Lexias (Lepidoptera, Nymphalidae). The Transactions of the Lepidopterological Scociety of Japan, 61(1), pp.76-86. "
Nymphalidae	Abananote	erinome			NA	Abananote	erinome		Doubtful	GBIF					NA		300			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Lycaenidae	Polyommatus	karindus			NA	Polyommatus	karindus		Doubtful	GBIF					NA		136	136-146	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Geometridae	Nyssia	zonaria			NA	Nyssia	zonaria		Doubtful	GBIF		gonochorous			NA		112			"Harrison, J.W.H. and Doncaster, L., 1914. On hybrids between moths of the geometrid sub-familybistoninae, with an account of the behaviour of the chromosomes in gametogenesis inLycia (biston) hirtaria, Ithysia (nyssla) zonaria and in their hybrids. Journal of Genetics, 3(4), pp.229-248."
Riodinidae	Mesosemia	melpia	vaporosa		NA	Mesosemia	melpia		Doubtful	GBIF					NA		92			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Calephelis	virginiensis			NA	Calephelis	virginiensis		Doubtful	GBIF					NA		90			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Calephelis	virginiensis			NA	Calephelis	virginiensis		Doubtful	GBIF		gonochorous			NA		90			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of North American Rhopalocera. 3 Lycaenidae, Danainae, Satyrinae, Morphinae.J. Lepid. Soc.,14, pp.127-147."
Lycaenidae	Polyommatus	guezelmavi			NA	Polyommatus	guezelmavi		Doubtful	GBIF					NA		84	82-84	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Riodinidae	Calydna	lusca			NA	Calydna	lusca		Doubtful	GBIF					NA		80			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Theope	foliorum			NA	Theope	foliorum		Doubtful	GBIF					NA		64			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Mellicta	varia			NA	Mellicta	varia		Doubtful	GBIF		gonochorous			NA		62			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Noctuidae	Discestra	trifolii			NA	Discestra	trifolii		Doubtful	GBIF					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Riodinidae	Nymphidium	mantus			NA	Nymphidium	mantus		Doubtful	GBIF					NA		62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Nymphidium	leucosia			NA	Nymphidium	leucosia		Doubtful	GBIF					NA		62			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Nymphalidae	Hamadryas	guatemalena			NA	Hamadryas	guatemalena		Doubtful	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Hamadryas	guatemalena			NA	Hamadryas	guatemalena		Doubtful	GBIF					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Hamadryas	glauconome			NA	Hamadryas	glauconome		Doubtful	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Hamadryas	glauconome			NA	Hamadryas	glauconome		Doubtful	GBIF					NA		62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Hamadryas	feronia			NA	Hamadryas	feronia		Doubtful	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Hamadryas	feronia			NA	Hamadryas	feronia		Doubtful	GBIF					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Hamadryas	epinome			NA	Hamadryas	epinome		Doubtful	GBIF					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Kaniska	canace			NA	Kaniska	canace		Doubtful	GBIF					NA		62			"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38."
Nymphalidae	Hamadryas	atlantis			NA	Hamadryas	atlantis		Doubtful	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Mellicta	athalia			NA	Mellicta	athalia		Doubtful	GBIF		gonochorous			NA		62			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Nymphalidae	Hamadryas	arinome			NA	Hamadryas	arinome		Doubtful	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Hamadryas	arinome			NA	Hamadryas	arinome		Doubtful	GBIF					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Hamadryas	amphinome			NA	Hamadryas	amphinome		Doubtful	GBIF					NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Hamadryas	amphinome			NA	Hamadryas	amphinome		Doubtful	GBIF					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Lycaenidae	Cigaritis	allardi			NA	Cigaritis	allardi		Doubtful	GBIF					NA		62			"Lesse, H.D., 1970. Formules chromosomiques de quelques Rhopalocères paléarctiques [Lep].Bulletin de la Société entomologique de France,75(7), pp.214-216."
Riodinidae	Eurybia	molochina	hyacinthina		NA	Eurybia	molochina		Doubtful	GBIF					NA		60			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	hyacinthina			NA	Eurybia	hyacinthina		Doubtful	GBIF					NA		60			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Nymphalidae	Ladoga	camilla			NA	Ladoga	camilla		Doubtful	GBIF		gonochorous			NA		60			Maeki 1961
Riodinidae	Euselasia	praeclara			NA	Euselasia	praeclara		Doubtful	GBIF					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	nicaeus			NA	Eurybia	nicaea		Doubtful	GBIF					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	nicaeus	ssp.		NA	Eurybia	nicaea		Doubtful	GBIF					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	halimede			NA	Eurybia	halimede		Doubtful	GBIF					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	halimede	passercula		NA	Eurybia	halimede		Doubtful	GBIF					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Theope	foliorum			NA	Theope	foliorum		Doubtful	GBIF					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	eusepus			NA	Euselasia	eusepus		Doubtful	GBIF					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	elvina	tephrias		NA	Eurybia	elvina		Doubtful	GBIF					NA		58			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Riodinidae	Euselasia	clesa			NA	Euselasia	clesa		Doubtful	GBIF					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	mys	cytis		NA	Euselasia	mys		Doubtful	GBIF					NA		56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Pyralidae	Eurrhypara	hortulata			NA	Eurrhypara	hortulata		Doubtful	GBIF		gonochorous			NA		56			"Bigger, T.R.L., 1960. Chromosome numbers of Lepidoptera. Part I. Entomologist's Gaz., 11, pp.149-152."
Riodinidae	Baeotis	hisbon			NA	Baeotis	hisbon		Doubtful	GBIF					NA		56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
