Family,Genus,species,Sexual.System,Karyotype,notes..Karyotype,Genotypic,Predicted.ploidy,Chromosome.number..female..2N,notes..Chromosome.number..female..2N,Chromosome.number..male..2N,notes..Chromosome.number..male..2N,notes..comments,cite.key
Nymphalidae,Sasakia,charonda  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Satyrodes,eurydice,,,,,,,,,,,
Nymphalidae,Satyrus,actaea,,,,,,,,,,,
Nymphalidae,Satyrus,ferula,,,,,,,,,,,
Nymphalidae,Scada,zibia,,,,,,,,,,,
Nymphalidae,Sephisa,chandra,,,,,,,,,,,
Nymphalidae,Sephisa,daimio  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Sephisa,dichroa,,,,,,,,,,,
Nymphalidae,Sephisa,princeps,,,,,,,,,,,
Nymphalidae,Siderone,galanthis,,,,,,,,,,,
Nymphalidae,Siproeta,epaphus,,,,,,,,31,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Siproeta,stelenes,,,,,,,,31,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Smyrna,blomfildia,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Speyeria,aphrodite  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Nymphalidae,Speyeria,aphrodite ethne ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Speyeria,atlantis,,,,,,,,,,,
Nymphalidae,Speyeria,atlantis nikias ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Speyeria,callippe meadii ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Speyeria,coronia halcyone ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Speyeria,cybele  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Speyeria,hydaspe sakuntala ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Speyeria,marmonia eurynome ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Speyeria,mormonia,,,,,,,,,,,
Nymphalidae,Speyeria,zerene sinope ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Stibochiona,nicea,,,,,,,,,,,
Nymphalidae,Stichophthalma,howqua,,,,,,,,,,,
Nymphalidae,Stygionympha,vigilans,,,,,,,,,,,
Nymphalidae,Symbrenthia,hypselis,,,,,,,,,,,
Nymphalidae,Symbrenthia,lilaea,,,,,,,,,,,
Nymphalidae,Tanaecia,julii,,,,,,,,,,,
Nymphalidae,Taygetis,virgilia,,,,,,,,,,,
Nymphalidae,Taygetis,ypthima,,,,,,,,,,,
Nymphalidae,Tegosa,anieta,,,,,,,,,,,
Nymphalidae,Telenassa,teletusa,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Tellervo,zoilus,,,,,,,,,,,
Nymphalidae,Temenis,laothoe,,,,,,,,,"22,24,26,28",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Temenis,pulchra,,,,,,,,,54,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Temenis,sp. nr huebneri,,,,,,,,,14,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Texola,elada,,,,,,,,,,,
Nymphalidae,Thaleropis,jonia  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Thauria,aliris,,,,,,,,,,,
Nymphalidae,Thyridia,psidii,,,,,,,,,,,
Nymphalidae,Tigridia,acesta latifascia,,,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Timelaea,albescens,,,,,,,,,,,
Nymphalidae,Timelaea,maculata,,,,,,,,,,,
Nymphalidae,Tirumala,hamata,,,,,,,,,,,
Nymphalidae,Tirumala,limniace,,,,,,,,,,,
Nymphalidae,Tirumala,septentrionis,,,,,,,,,,,
Nymphalidae,Tisiphone,abeona,,,,,,,,,,,
Nymphalidae,Tisiphone,helena,,,,,,,,,,,
Nymphalidae,Tithorea,harmonia,,,,,,,,,,,
Nymphalidae,Tithorea,harmonia megara,,,,,,,,28,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Nymphalidae,Torynesis,hawequas,,,,,,,,,,,
Nymphalidae,Torynesis,mintha,,,,,,,,,,,
Nymphalidae,Vagrans,egista,,,,,,,,,,,
Nymphalidae,Vanessa,annabella,,,,,,,,,,,
Nymphalidae,Vanessa,atalanta,,,,,,,,,,,
Nymphalidae,Vanessa,cardui  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Vanessa,cardui  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Vanessa,carye,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Vanessa,indica  ,gonochorous,,,,,NA,,30,,,robinson1971karyology
Nymphalidae,Vanessa,indica  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Vanessa,itea,,,,,,,,,,,
Nymphalidae,Vanessa,kashmirensis  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Vanessa,kershawi,,,,,,,,,,,
Nymphalidae,Vanessa,polychloros  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Vanessa,tameamea,,,,,,,,,,,
Nymphalidae,Vanessa,virginiensis  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Vanessa,xanthomelas  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Vila,sp.,,,,,,,,30,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Vindula,arsinoe,,,,,,,,,,,
Nymphalidae,Vindula,erota,,,,,,,,,,,
Nymphalidae,Xanthotaenia,busiris,,,,,,,,,,,
Nymphalidae,Yoma,algina,,,,,,,,,,,
Nymphalidae,Yoma,sabina,,,,,,,,,,,
Nymphalidae,Ypthima,baldus,,,,,,,,,,,
Nymphalidae,Yramea,cytheris,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Yramea,lathonioides,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Zaretis,itys,,,,,,,,,,,
Oecophoridae,Depressaria,nervosa  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Archon,apollinus,,,,,,,,,,,
Papilionidae,Atrophaneura,alcinous,,,,,,,,,,,
Papilionidae,Atrophaneura,laos,,,,,,,,,,,
Papilionidae,Baronia,brevicornis,,,,,,,,,,,
Papilionidae,Battus,belus,,,,,,,,,,,
Papilionidae,Battus,crassus,,,,,,,,,,,
Papilionidae,Battus,philenor  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Battus,polydamas,,,,,,,,,,,
Papilionidae,Battus,polystictus,,,,,,,,,,,
Papilionidae,Bhutanitis,lidderdalii,,,,,,,,,,,
Papilionidae,Byasa,alcinous  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Byasa,latreillei  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Byasa,polyeuctes letincius ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Byasa,polyeuctes termessus ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Chilasa,clytia  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Cressida,cressida,,,,,,,,,,,
Papilionidae,Euryades,corethrus,,,,,,,,,,,
Papilionidae,Eurytides,marcellus,,,,,,,,,,,
Papilionidae,Graphium,doson  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Graphium,feisthameli  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Graphium,phaon  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Graphium,podalirius  ,gonochorous,,,,,NA,,56,54-58,,robinson1971karyology
Papilionidae,Graphium,podalirius  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Graphium,podalirius  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Graphium,sarpedon  ,gonochorous,,,,,NA,,40,,,robinson1971karyology
Papilionidae,Hypermnestra,helios,,,,,,,,,,,
Papilionidae,Iphiclides,podalirius,,,,,,,,,,,
Papilionidae,Lamproptera,curius,,,,,,,,,,,
Papilionidae,Lamproptera,meges,,,,,,,,,,,
Papilionidae,Luedorfia,japonica  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Papilionidae,Luedorfia,puziloi  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Luehdorfia,chinensis,,,,,,,,,,,
Papilionidae,Luehdorfia,japonica,,,,,,,,62,,,"MAEKI, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures). ??????????, 13(1-4), pp.259-262."
Papilionidae,Luehdorfia,longicaudata,,,,,,,,,,,
Papilionidae,Luehdorfia,puziloi,,,,,,,,60,,,"MAEKI, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures). ??????????, 13(1-4), pp.259-262."
Papilionidae,Meandrusa,payeni,,,,,,,,,,,
Papilionidae,Pachliopta,hector,,,,,,,,,,,
Papilionidae,Papilio,aegeus,,,,,,,,,,,
Papilionidae,Papilio,alexanor  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,anactus,,,,,,,,,,,
Papilionidae,Papilio,anchisiades,,,,,,,,,,,
Papilionidae,Papilio,arcturus,,,,,,,,,,,
Papilionidae,Papilio,astyalus,,,,,,,,,,,
Papilionidae,Papilio,bianor  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,brucei (?) ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,clytia,,,,,,,,,,,
Papilionidae,Papilio,constantinus,,,,,,,,,,,
Papilionidae,Papilio,cresphontes  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,dardanus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,demodocus,,,,,,,,,,,
Papilionidae,Papilio,demoleus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,dialis,,,,,,,,,,,
Papilionidae,Papilio,epycides,,,,,,,,,,,
Papilionidae,Papilio,feisthameli,,,,,,,,60,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Papilionidae,Papilio,fuscus,,,,,,,,,,,
Papilionidae,Papilio,glaucus,,,,,,,,,,,
Papilionidae,Papilio,hectorides,,,,,,,,,,,
Papilionidae,Papilio,helenus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,helenus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,indra,,,,,,,,,,,
Papilionidae,Papilio,krishna,,,,,,,,,,,
Papilionidae,Papilio,laglaizei,,,,,,,,,,,
Papilionidae,Papilio,lnachaon hippocrates ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Papilionidae,Papilio,lormieri,,,,,,,,,,,
Papilionidae,Papilio,maackii  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,machaon  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,machaon  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,machaon  ,gonochorous,,,,,NA,,62,"60,64",,robinson1971karyology
Papilionidae,Papilio,machaon  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Papilionidae,Papilio,machaon emihippocrates ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,macilentus,,,,,,,,60,,,"MAEKI, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures). ??????????, 13(1-4), pp.259-262."
Papilionidae,Papilio,memnon  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,memnon heronus ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,multicaudatus,,,,,,,,,,,
Papilionidae,Papilio,nepheles chaon ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,nephelus,,,,,,,,,,,
Papilionidae,Papilio,nobilis,,,,,,,,,,,
Papilionidae,Papilio,ornythion  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,palamedes  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,palinurus,,,,,,,,,,,
Papilionidae,Papilio,paris,,,,,,,,,,,
Papilionidae,Papilio,paris decorosa ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,peranthus,,,,,,,,,,,
Papilionidae,Papilio,phorcas,,,,,,,,,,,
Papilionidae,Papilio,pilumnus,,,,,,,,,,,
Papilionidae,Papilio,polyctor  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,polytes,,,,,,,,,,,
Papilionidae,Papilio,polytes pasikrates ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,polytes romulus ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,polyxenes  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,protenor,,,,,,,,60,,,"MAEKI, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures). ??????????, 13(1-4), pp.259-262."
Papilionidae,Papilio,protenor demetrius ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,protenor euprotenor ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,rex,,,,,,,,,,,
Papilionidae,Papilio,rutulus  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Papilionidae,Papilio,scamander,,,,,,,,,,,
Papilionidae,Papilio,thoas  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Papilionidae,Papilio,torquatus,,,,,,,,,,,
Papilionidae,Papilio,troilus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,xuthus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Papilio,zelicaon,,,,,,,,,,,
Papilionidae,Papllio,pilumnus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Parides,aeneas,,,,,,,,,,,
Papilionidae,Parides,agavus,,,,,,,,,,,
Papilionidae,Parides,anchises,,,,,,,,,,,
Papilionidae,Parides,ascanius,,,,,,,,,,,
Papilionidae,Parides,eurimedes,,,,,,,,,,,
Papilionidae,Parides,lysander,,,,,,,,,,,
Papilionidae,Parides,neophilus,,,,,,,,,,,
Papilionidae,Parides,neophilus parianus,,,,,,,,60,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Papilionidae,Parides,panthonus,,,,,,,,,,,
Papilionidae,Parides,proneus,,,,,,,,,,,
Papilionidae,Parides,sesostris,,,,,,,,,,,
Papilionidae,Parides,tros,,,,,,,,,,,
Papilionidae,Parides,vertumnus,,,,,,,,,,,
Papilionidae,Parides,zacynthus,,,,,,,,,,,
Papilionidae,Parnassius,apollo  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Parnassius,apollo  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Parnassius,bremeri,,,,,,,,,,,
Papilionidae,Parnassius,clodius,,,,,,,,,,,
Papilionidae,Parnassius,eversmanni,,,,,,,,124,,,"MAEKI, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures). ??????????, 13(1-4), pp.259-262."
Papilionidae,Parnassius,glacialis,,,,,,,,124,,,"MAEKI, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures). ??????????, 13(1-4), pp.259-262."
Papilionidae,Parnassius,mnemosyne  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Papilionidae,Parnassius,nomion,,,,,,,,,,,
Papilionidae,Parnassius,phoebus,,,,,,,,,,,
Papilionidae,Parnassius,smintheus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Parnassius,stubbendorfii,,,,,,,,124,,,"MAEKI, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures). ??????????, 13(1-4), pp.259-262."
Papilionidae,Parnassius,tenedius,,,,,,,,,,,
Papilionidae,Pharmacophagus,antenor,,,,,,,,,,,
Papilionidae,Pornassius,eversmanni  ,gonochorous,,,,,NA,,124,,,robinson1971karyology
Papilionidae,Princeps,demoleus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Sericinus,montela,,,,,,,,,,,
Papilionidae,Teinopalpus,imperialis,,,,,,,,,,,
Papilionidae,Troides,aeacus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Papilionidae,Troides,amphrysus,,,,,,,,,,,
Papilionidae,Troides,helena,,,,,,,,,,,
Papilionidae,Zerynthia,hypermnestra  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Papilionidae,Zerynthia,polyxena,,,,,,,,62,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Papilionidae,Zerynthia,rumina,,,,,,,,,,,
Phycitidae,Anagasta,khniella  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Phycitidae,Anagasta,khniella  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Phycitidae,Anagasta,khniella  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Phycitidae,Anagasta,khniella  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Phycitidae,Anagasta,khniella  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Phycitidae,Eurrhypara,hortulata  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Phycitidae,Syllepte,derogata  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Anteos,clorinde  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Anthocharis,cardamines  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Anthocharis,scolymus  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Aphrissa,statira,,,,,,,,,,,
Pieridae,Aporia,agathon,,,,,,,,,,,
Pieridae,Aporia,crataegi  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Aporia,crataegi  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Aporia,crataegi  ,gonochorous,,,,,NA,,52,,,robinson1971karyology
Pieridae,Aporia,crataegi  ,gonochorous,,,,,NA,,52,,,robinson1971karyology
Pieridae,Aporia,crataegi adherbal ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Aporia,hippia japonica ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Appias,drusilla  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Pieridae,Appias,lyncida,,,,,,,,,,,
Pieridae,Appias,lyncida formosana ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Pieridae,Appias,nero,,,,,,,,,,,
Pieridae,Appias,paulina,,,,,,,,,,,
Pieridae,Appias,sabina  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Pieridae,Ascia,monuste  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Pieridae,Belenois,antsianaka,,,,,,,,,,,
Pieridae,Belenois,aurota  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Belenois,calypso  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Belenois,creona  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Belenois,gidica  ,gonochorous,,,,,NA,,52,,,robinson1971karyology
Pieridae,Belenois,mesentina  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Belenois,theora concolor ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Catopsilia,crocale  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Catopsilia,crocale  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Catopsilia,florella  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Catopsilia,pomona,,,,,,,,,,,
Pieridae,Catopsilia,pyranthe  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Catopsilia,pyranthe  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Catopsilia,scylla,,,,,,,,,,,
Pieridae,Catopsllia,pomona  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Cepora,coronis phryne ,gonochorous,,,,,NA,,46,44-48,,robinson1971karyology
Pieridae,Cepora,nadina eunama ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Cepora,nerissa,,,,,,,,,,,
Pieridae,Cepora,perimale,,,,,,,,,,,
Pieridae,Colias,alexandra  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,aurorina  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Pieridae,Colias,australis  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,behrii,,,,,,,,,,,
Pieridae,Colias,chlorocoma  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,christina,,,,,,,,,,,
Pieridae,Colias,croceus  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,croceus  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,electo,,,,,,,,,,,
Pieridae,Colias,electo fieldii ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,erate,,,,,,,,,,,
Pieridae,Colias,erate nilagiriensis ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,erate poliographus ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,eurytheme  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,hecla,,,,,,,,,,,
Pieridae,Colias,hecta sulitelma ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,hyale  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,hyale  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,hyale  ,gonochorous,,,,,NA,,63,"62,64",,robinson1971karyology
Pieridae,Colias,hyperborea,,,,,,,,,,,
Pieridae,Colias,interior,,,,,,,,,,,
Pieridae,Colias,meadii  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,myrmidone  ,gonochorous,,,,,NA,,61,60-62,,robinson1971karyology
Pieridae,Colias,noster werdandi ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,palaeno  ,gonochorous,,,,,NA,,63,"62,64",,robinson1971karyology
Pieridae,Colias,palaeno sugitanii ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,pelidne,,,,,,,,,,,
Pieridae,Colias,phicimone  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Pieridae,Colias,philodice  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,philodice  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,sagartia  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Pieridae,Colias,scudderii  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,stoliczkana miranda ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Pieridae,Colias,thisoa  ,gonochorous,,,,,NA,,65,"64,66",,robinson1971karyology
Pieridae,Colotis,aurora evarne ,gonochorous,,,,,NA,,30,,,robinson1971karyology
Pieridae,Colotis,hetaera,,,,,,,,,,,
Pieridae,Colotis,liagore  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Pieridae,Delias,aglaia  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Delias,aglaia curasena ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Pieridae,Delias,baracasa,,,,,,,,,,,
Pieridae,Delias,belisama,,,,,,,,,,,
Pieridae,Delias,belladonna,,,,,,,,,,,
Pieridae,Delias,descombesi  ,gonochorous,,,,,NA,,59,54-64,,robinson1971karyology
Pieridae,Delias,eucharis  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
